customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4132-POCZS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,101.92,4026.4,No
6713-OKOMC,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.78,144.15,No
3768-VHXQO,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,81.57,198.6,No
2892-GESUL,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),99.83,7719.5,No
8319-QBEHW,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),76.66,6056.15,No
6686-YPGHK,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,76.96,49.25,No
3419-SNJJD,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.8,244.1,Yes
7239-HZZCX,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,52.51,1121.05,Yes
3452-GWUIN,Female,0,No,No,12,No,No,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,42.81,4469.1,No
9611-CTWIH,Female,0,No,Yes,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),21.66,67.1,No
9779-DPNEJ,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.13,854.45,No
4398-HSCJH,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,78.96,3274.35,No
1135-HIORI,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,31.64,5000.05,No
3071-MVJCD,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.23,1313.55,No
6671-NGWON,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,102.37,6096.45,No
3374-TTZTK,Male,1,No,Yes,10,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.92,450.65,No
1459-QNFQT,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.94,228.65,No
2034-CGRHZ,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.09,3021.3,Yes
9764-REAFF,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,134.6,No
6179-GJPSO,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,242,No
8316-BBQAY,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,107.63,2731,No
9170-CCKOU,Female,0,No,No,18,Yes,No,No,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,18.25,1131.2,No
7811-JIVPF,Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),47.75,6093.3,No
0369-ZGOVK,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.36,2586,Yes
0118-JPNOY,Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),52.42,934.8,No
6974-DAFLI,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.15,3640.45,No
7839-NUIAA,Male,0,No,Yes,6,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,26.19,181.6,No
0530-IJVDB,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.76,20.2,No
2153-MREFK,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,29.46,3004.15,No
8445-DNBAE,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.04,442.85,No
9921-EZKBY,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),106.87, ,No
3727-OWVYD,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,1509.8,No
0383-CLDDA,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),95.38,800.3,No
0506-LVNGN,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,1128.1,No
1850-AKQEP,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,31.99,209.9,No
0362-ZBZWJ,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.86,2960.1,Yes
5766-XQXMQ,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),96.52,544.55,No
8685-WHQPW,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.64,1364.75,No
0074-HDKDG,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.99,906.85,No
6016-NXBNJ,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.24,1614.9,Yes
4632-XJMEX,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,76.39,2936.25,No
8450-UYIBU,Female,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,37.9,80.3,No
0506-LVNGN,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,95.14,2633.95,No
6388-TABGU,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.56,2970.3,No
1492-KGETH,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,91.51,4630.2,No
5951-AOFIH,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,2979.3,No
6112-KTHFQ,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,1546.3,Yes
5606-AMZBO,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.98,646.85,No
6244-BESBM,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.68,4159.45,No
0422-UXFAP,Female,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),66.92, ,No
9189-JWSHV,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),81.76,4469.1,No
4373-MAVJG,Female,0,No,Yes,15,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,One year,No,Electronic check,19.05,134.05,No
8168-UQWWF,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.28,927.35,No
2153-MREFK,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),39.24,383.65,No
0471-LVHGK,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,79.13,3959.15,Yes
7733-UDMTP,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),88.77,939.7,No
0464-WJTKO,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),86.22,3121.1,No
8741-LQOBK,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.69,2731,No
5640-CAXOA,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.48,1908.35,No
6016-NXBNJ,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.25,84.3,Yes
3721-CNEYS,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.74,3263.6,No
4503-BDXBD,Female,0,No,Yes,67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),38.95,4539.35,No
3726-TBHQT,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,97.01,1334.45,No
6806-YDEUL,Female,0,Yes,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,65.55,18.85,No
2911-WDXMV,Female,0,No,No,34,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),26.51,5232.9,No
1410-RSCMR,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,33.39,813.45,No
2232-DMLXU,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.7,7349.35,No
4468-KAZHE,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,5215.25,No
2798-NYLMZ,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.77,1886.4,Yes
0576-WNXXC,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.38,7383.7,No
9327-QSDED,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.43,1367.75,Yes
9146-JRIOX,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.59,905.55,No
6023-YEBUP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.22,435,No
1897-RCFUM,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.26,1620.25,Yes
4132-POCZS,Male,0,No,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.57,1514.85,Yes
6741-QRLUP,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.53,415.55,No
6248-BSHKG,Male,0,Yes,No,12,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,37.37,1107.2,No
0230-WEQUW,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.58,6448.85,No
5614-DNZCE,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.16,2998,No
9133-AYJZG,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.37,1710.15,No
1548-FEHVL,Female,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),73.05, ,No
2535-PBCGC,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.44,1375.6,No
5256-SKJGO,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,46.17,100.2,No
5160-UXJED,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.36,3141.7,No
0369-ZGOVK,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.56,6859.05,Yes
0640-YJTPY,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.97,4533.7,No
0870-VEMYL,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,86.76,5997.1,Yes
9734-UYXQI,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,76.57,383.65,No
3696-DFHHB,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),89.64,2188.45,No
3874-EQOEP,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,3985.35,No
1265-BCFEO,Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,22.98,3211.2,No
4304-TSPVK,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.6,5199.8,No
7596-ZYWBB,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.05,578.5,No
6427-FEFIG,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.09,4902.8,No
3726-TBHQT,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.75,134.7,No
3982-JGSFD,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,82.29,130.55,Yes
3125-RAHBV,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,92.48,655.85,No
3694-GLTJM,Female,0,No,No,27,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,94.43,3634.8,No
1150-WFARN,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),79.76,1115.6,No
5372-FBKBN,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),42.49,6951.15,No
3397-AVTKU,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,69.71,422.3,Yes
7404-JLKQG,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.23,336.7,No
4647-XXZAM,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),83.63,1413,No
4710-FDUIZ,Female,0,No,No,3,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,25.83,1014.25,Yes
0206-OYVOC,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,85.83,6529.25,No
7469-LKBCI,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,22.0,49.05,No
7548-SEPYI,Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),31.47,162.55,No
3285-UCQVC,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.72,6519.75,No
7562-UXTPG,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),87.89,7987.6,No
7337-CINUD,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),77.47,6816.95,No
1925-GMVBW,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,32.62,300.4,No
4248-QPAVC,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,168.5,Yes
5171-EPLKN,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,83.2,278.4,Yes
9881-VCZEP,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.16,3454.6,No
8637-XJIVR,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.71,3027.25,Yes
4123-FCVCB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.19,1843.05,No
3669-WHAFY,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.06,6398.05,No
6713-OKOMC,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.36,49.05,No
3858-VOBET,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),73.25,2879.2,Yes
3301-LSLWQ,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.53,284.3,No
3259-QMXUN,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.36,411.75,No
4967-WPNCF,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.84,5199.8,No
7599-NTMDP,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),28.04,1640,No
6267-DCFFZ,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.86,7723.9,No
9249-FXSCK,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.53,3415.25,No
6502-HCJTI,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.6,82.3,No
1658-BYGOY,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.54,100.2,No
5278-PNYOX,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,399.6,No
2968-SSGAA,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,88.04,5231.2,No
3045-XETSH,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.85,6137,No
6734-JDTTV,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.9,2082.95,No
2969-VAPYH,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.24,2245.4,No
9283-LZQOH,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,74.78,2130.55,No
2419-FSORS,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.57,3769.7,No
8218-FFJDS,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.88,2653.65,No
7061-OVMIM,Male,0,Yes,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),48.7,1110.05,No
6766-HFKLA,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.74,669.45,Yes
1393-IMKZG,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.35,4154.8,Yes
9919-YLNNG,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.12,1732.95,Yes
2887-JPYLU,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,18.9,6669.45,No
1212-GLHMD,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.15,7332.4,No
0003-MKNFE,Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),38.44,6994.6,No
8268-YDIXR,Female,0,No,No,23,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.06,137.85,No
9208-OLGAQ,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),69.52,497.3,No
7009-PCARS,Female,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.56,3419.5,No
8197-BFWVU,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.05,71.25,No
8406-LNMHF,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,88.99,80.2,Yes
2279-AXJJK,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.42,54.65,No
5091-HFAZW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1515.1,No
8676-TRMJS,Female,0,No,No,19,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),18.25,3023.55,No
6670-MFRPK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.58,96.85,No
7337-CINUD,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.16,56.25,No
4074-SJFFA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.79,6733,Yes
8070-AAWZP,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.46,1422.05,No
3893-JRNFS,Female,1,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.6,1306.3,No
5512-IDZEI,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,73.28,244.1,No
6681-ZSEXG,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.72,45.65,No
7311-MQJCH,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.85,51.2,No
2480-JZOSN,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),84.0,4713.4,No
8735-IJJEG,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.7,658.95,No
